gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t1400,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t1400,13,248,Agnes,Sorry we ended up causing you trouble.,Sorry we ended up causing you trouble.,アニエス,……その、すみません。 お手数をおかけしてしまって……,……その、すみません。<br/>お手数をおかけしてしまって……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,13,249,Elaine,"Don't worry, it's all part of the job.","Don't worry, it's all part of the job.",エレイン,ふう……気にしないで。 あれも遊撃士の仕事だしね。,ふう……気にしないで。<br/>あれも遊撃士の仕事だしね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,250,Elaine,As is making sure everyday people aren't dragged into dangerous situations.,As is making sure everyday people aren't dragged into<br/>dangerous situations.,エレイン,民間人を危険に 巻き込ませない</B>のも含めて。,<B>民間人を危険に<br/>巻き込ませない</B>のも含めて。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,13,251,Agnes,Oh...,Oh...,アニエス,ううっ……,ううっ……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,13,252,Van,"I hear ya, all right?","I hear ya, all right?",ヴァン,あー、なんだ……,あー、なんだ……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,13,253,Van,"Anyway, since we're here, why don't we go grab a bite?","Anyway, since we're here, why don't we go grab<br/>a bite?",ヴァン,……折角の煌都だし 適当な所でメシでも喰うか？,……折角の煌都だし<br/>適当な所でメシでも喰うか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,14,254,Van,(This is the place. Better make sure we're ready before we head in.),(This is the place. Better make sure we're ready before<br/>we head in.),ヴァン,（そこが例の大型倉庫か……   準備ができたら探ってみるぞ。）,（そこが例の大型倉庫か……<br/>  準備ができたら探ってみるぞ。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,15,255,Agnes,This is where they've been hiding?,This is where they've been hiding?,アニエス,ここが《サルバッド通運》が 先月から借りているという大型倉庫……,ここが《サルバッド通運》が<br/>先月から借りているという大型倉庫……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,15,256,Van,Yeah. Almata's base on the front lines for fightin' Heiyue.,Yeah. Almata's base on the front lines for<br/>fightin' Heiyue.,ヴァン,ああ、アルマータの 対黒月の前線基地の筈だが……,ああ、アルマータの<br/>対黒月の前線基地の筈だが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,15,257,Van,"(But if so, why ain't I sensin' any people around here? Wait... There is somethin' faint.)","(But if so, why ain't I sensin' any people around here?<br/>Wait... There is somethin' faint.)",ヴァン,（人の気配が……   ……いや、微かに匂いやがるな。）,（人の気配が……<br/>  ……いや、微かに匂いやがるな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,15,258,Ferry,Ohh! Look at that!,Ohh! Look at that!,フェリ,ヴァンさん、アニエスさん、 見てください！,ヴァンさん、アニエスさん、<br/>見てください！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,15,259,Ferry,The lock is broken.,The lock is broken.,フェリ,カギが、壊されています。,カギが、壊されています。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,15,260,Van,"Looks like someone busted in, if you ask me.","Looks like someone busted in, if you ask me.",ヴァン,……壊されてるっつうより、 “断ち切られて”やがるな。,……壊されてるっつうより、<br/>“断ち切られて”やがるな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,15,261,Van,"Judgin' by how clean that cut is, they used a Gekka technique.","Judgin' by how clean that cut is, they used a<br/>Gekka technique.",ヴァン,《月華流》の外気功を使った 剣技だろう。,《月華流》の外気功を使った<br/>剣技だろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,15,262,Agnes,That's the school of martial arts Aaron practices...,That's the school of martial arts Aaron practices...,アニエス,それって、アーロンさんが……,それって、アーロンさんが……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,15,263,Van,"Yup. Let's roll, gang.","Yup. Let's roll, gang.",ヴァン,だろうな──中に入るぞ。,だろうな──中に入るぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,16,264,Aaron,...?!,...?!,アーロン,ッ……！？,"<audio id=""v03_20023""><source src=""talk/11/v03_20023.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20023').play()"">ッ……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,16,265,Van,...Of course it had to be you.,...Of course it had to be you.,ヴァン,……………………　　　 ──ったく、お前かよ。,"<audio id=""v00_20028""><source src=""talk/11/v00_20028.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_20028').play()"">……………………　　　<br/>──ったく、お前かよ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,266,Van,(Huh? What's Elaine doing here?),(Huh? What's Elaine doing here?),ヴァン,（おっと、なんでエレインが……）,（おっと、なんでエレインが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,267,Van,"(Oh, right. Probably on patrol 'cause of all this Almata business.)","(Oh, right. Probably on patrol 'cause of all this<br/>Almata business.)",ヴァン,（そうか、アルマータのことで   パトロールをしているのか。）,（そうか、アルマータのことで<br/>  パトロールをしているのか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,268,Aaron,There any reason why you stopped?,There any reason why you stopped?,アーロン,どうしたオッサン、 何を立ち止まってやがる？,どうしたオッサン、<br/>何を立ち止まってやがる？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,269,Van,Shh! Quiet!,Shh! Quiet!,ヴァン,だあっ、静かにしろ……！,だあっ、静かにしろ……！,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,270,Aaron,Huh? Why?,Huh? Why?,アーロン,なんかいるのか？,なんかいるのか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,271,Aaron,"Oh, it's that Beauty's Blade chick. Heh. Imagine calling yourself that. Couldn't be me.","Oh, it's that Beauty's Blade chick. Heh.<br/>Imagine calling yourself that. Couldn't be me.",アーロン,ああ、夕方割り込んできた《剣の乙女》かよ。 ハッ、いい歳して“乙女”とか笑えるぜ。,ああ、夕方割り込んできた《剣の乙女》かよ。<br/>ハッ、いい歳して“乙女”とか笑えるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,272,Van,Try saying that in front of her. Guarantee you'll have a sword at your throat.,Try saying that in front of her. Guarantee you'll have<br/>a sword at your throat.,ヴァン,それ、本人の前で言わねえ方がいいぜ。,それ、本人の前で言わねえ方がいいぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,273,Aaron,She's that touchy about it?,She's that touchy about it?,アーロン,あん？,あん？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,274,Van,"Anyway, just shut up. I don't wanna get caught.","Anyway, just shut up. I don't wanna get caught.",ヴァン,とにかく、見つからないように やり過ごすぞ。,とにかく、見つからないように<br/>やり過ごすぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,275,Aaron,Aww. You shy?,Aww. You shy?,アーロン,なんだ、やましいことでもしたのか？ ビビり過ぎだろ。,なんだ、やましいことでもしたのか？<br/>ビビり過ぎだろ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,276,Van,"No, you idiot. It's just gonna be a pain in the ass if she spots us.","No, you idiot. It's just gonna be a pain in the ass if<br/>she spots us.",ヴァン,そうじゃねえが…… あいつに見つかると色々と面倒でな。,そうじゃねえが……<br/>あいつに見つかると色々と面倒でな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,277,Van,Do you really want the guild pokin' their head in your business?,Do you really want the guild pokin' their head in<br/>your business?,ヴァン,お前も、今動いている件でギルドに 首を突っ込まれたくはねえだろ。,お前も、今動いている件でギルドに<br/>首を突っ込まれたくはねえだろ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,278,Aaron,Point taken.,Point taken.,アーロン,ま、それはそうだが。,ま、それはそうだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,279,Van,"Oh, she's leaving.","Oh, she's leaving.",ヴァン,行ったか……,行ったか……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,280,Aaron,"So, you two know each other or something?","So, you two know each other or something?",アーロン,にしても、あの姉さんのこと 結構詳しいみてぇだな？,にしても、あの姉さんのこと<br/>結構詳しいみてぇだな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,281,Van,"Thanks to work, yeah. I try to avoid her most of the time, but I haven't been able to do that lately.","Thanks to work, yeah. I try to avoid her most of the<br/>time, but I haven't been able to do that lately.",ヴァン,仕事柄たまたまってだけだ。 最近妙に絡むことが多いんでな。,仕事柄たまたまってだけだ。<br/>最近妙に絡むことが多いんでな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,17,282,Aaron,Uh-huh...,Uh-huh...,アーロン,ハン……,ハン……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,17,283,Van,All righty. Let's get back to the investigation.,All righty. Let's get back to the investigation.,ヴァン,調査の続きだ、ほら行くぞ。,調査の続きだ、ほら行くぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,284,Elaine,I'm...surprised that you're already out and about. Shouldn't you be resting?,I'm...surprised that you're already out and about.<br/>Shouldn't you be resting?,エレイン,貴方は……もう動いているのね。 結構重傷だったと思うのだけれど。,貴方は……もう動いているのね。<br/>結構重傷だったと思うのだけれど。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,285,Aaron,"Nah, I got myself a quick fix. It'll come back to bite me later, but I'll deal.","Nah, I got myself a quick fix. It'll come back to bite<br/>me later, but I'll deal.",アーロン,利子が高くつく抜け道があったんでな。 こんな時に大人しく寝てなんてられっかよ。,利子が高くつく抜け道があったんでな。<br/>こんな時に大人しく寝てなんてられっかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,286,Van,So what's goin' on with you? Y'all wrap up your investigation?,So what's goin' on with you? Y'all wrap up<br/>your investigation?,ヴァン,そっちはどうだ？ 内部の捜査は終わったみたいだが。,そっちはどうだ？<br/>内部の捜査は終わったみたいだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,287,Elaine,"For the most part. We didn't get much out of it, unfortunately.","For the most part. We didn't get much out of<br/>it, unfortunately.",エレイン,ええ、一通りね。 収穫と言えるようなものはなかったけど。,ええ、一通りね。<br/>収穫と言えるようなものはなかったけど。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,288,Agnes,Umm... Are the gangsters...?,Umm... Are the gangsters...?,アニエス,中にいた半グレの人たちは……,中にいた半グレの人たちは……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,289,Elaine,They didn't make it.,They didn't make it.,エレイン,残念ながら、全員息絶えている。,残念ながら、全員息絶えている。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,290,Elaine,That's five more lives claimed by Almata...,That's five more lives claimed by Almata...,エレイン,アルマータの幹部、大した徹底ぶりね……,アルマータの幹部、大した徹底ぶりね……,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,291,Agnes,Oh...,Oh...,アニエス,そうですか……,そうですか……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,292,Van,"Like Giacomo, they chose to step into the darkness— and they got swallowed up by it.","Like Giacomo, they chose to step into the darkness—<br/>and they got swallowed up by it.",ヴァン,ジャコモの時と同じく…… あいつらもある意味自業自得だろう。,ジャコモの時と同じく……<br/>あいつらもある意味自業自得だろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,293,Van,That's just a natural consequence of followin' that path. No need for you two to feel responsible for what happened.,That's just a natural consequence of followin'<br/>that path. No need for you two to feel responsible for<br/>what happened.,ヴァン,分不相応の“闇”に自分から踏み入った── お前らが気に病むことじゃねえ。,分不相応の“闇”に自分から踏み入った──<br/>お前らが気に病むことじゃねえ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,294,Agnes,Van...,Van...,アニエス,ヴァンさん……,ヴァンさん……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,295,Elaine,I know. I can't afford to dwell on this subject any more than I already have.,I know. I can't afford to dwell on this subject any<br/>more than I already have.,エレイン,……ええ、分かっているわ。 まだ何も終わっていない以上捉われるわけにはいかない。,……ええ、分かっているわ。<br/>まだ何も終わっていない以上捉われるわけにはいかない。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,296,Elaine,"There's something else that's been bothering me, though. The numbers just don't add up.","There's something else that's been bothering<br/>me, though. The numbers just don't add up.",エレイン,それより、ヴァン。 気付いてると思うけど、数が全然合わないわよ。,それより、ヴァン。<br/>気付いてると思うけど、数が全然合わないわよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,297,Van,"Yeah, I noticed that, too.","Yeah, I noticed that, too.",ヴァン,やっぱりか、足りねえとは思ったが……,やっぱりか、足りねえとは思ったが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,298,Ferry,What are you two talking about?,What are you two talking about?,フェリ,数、ですか？,数、ですか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,18,299,Agnes,They must be referring to the total number of gangsters.,They must be referring to the total number<br/>of gangsters.,アニエス,……半グレの人たちの、ですね。,……半グレの人たちの、ですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,300,Aaron,No way last night's murder spree was done by only five random thugs.,No way last night's murder spree was done by only<br/>five random thugs.,アーロン,ハン、あの場にいたクズどもだけじゃ 昨夜の規模の犯行はできねぇはずだからな。,ハン、あの場にいたクズどもだけじゃ<br/>昨夜の規模の犯行はできねぇはずだからな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,301,Ferry,...!,...!,フェリ,！　あ……,！　あ……,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,18,302,Van,The storehouse is pretty big. Think some of 'em might've been hiding in there?,The storehouse is pretty big. Think some of 'em<br/>might've been hiding in there?,ヴァン,かなり大きな倉庫だ。 半グレたちが隠れている可能性は？,かなり大きな倉庫だ。<br/>半グレたちが隠れている可能性は？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,303,Elaine,Doubtful. We searched the place from top to bottom.,Doubtful. We searched the place from top to bottom.,エレイン,しらみつぶしに探したから、 それはないわ。,しらみつぶしに探したから、<br/>それはないわ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,304,Aaron,"They must have another hideout, then.","They must have another hideout, then.",アーロン,チッ、やっぱ他に拠点があるってことか。,チッ、やっぱ他に拠点があるってことか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,305,Elaine,"The guild and the police came to the same conclusion, but we have no idea where it might be.","The guild and the police came to the same<br/>conclusion, but we have no idea where it might be.",エレイン,ギルドも警察もそう踏んで捜査しているけど、 今の所手掛かりはないわね……,ギルドも警察もそう踏んで捜査しているけど、<br/>今の所手掛かりはないわね……,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,306,Van,"We're in the same boat, then.","We're in the same boat, then.",ヴァン,そっちもか……,そっちもか……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,307,Van,"Almata's managed to fly under Heiyue's all-seeing radar, so we don't know jack.","Almata's managed to fly under Heiyue's all-seeing<br/>radar, so we don't know jack.",ヴァン,黒月だけでもあり得ねえくらいだが、 ギルドも警察も手掛かりなし──,黒月だけでもあり得ねえくらいだが、<br/>ギルドも警察も手掛かりなし──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,308,Van,It's almost like they vanished without a trace.,It's almost like they vanished without a trace.,ヴァン,厄介だなこりゃ。,厄介だなこりゃ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,309,Elaine,I don't even know if most of Almata was actually here. We've only seen those two executives so far.,I don't even know if most of Almata was<br/>actually here. We've only seen those two executives<br/>so far.,エレイン,それともう一つ、アルマータの 正規の構成員が見当たらないのも気になる。,それともう一つ、アルマータの<br/>正規の構成員が見当たらないのも気になる。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,310,Elaine,"If they really plan on going to war with Heiyue, they're going to need much more manpower than what they've shown.","If they really plan on going to war with Heiyue,<br/>they're going to need much more manpower than<br/>what they've shown.",エレイン,本気で黒月と戦争する気なら、 半グレたちだけでは話にならない。,本気で黒月と戦争する気なら、<br/>半グレたちだけでは話にならない。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,311,Elaine,A handful of part-time gangsters won't cut it.,A handful of part-time gangsters won't cut it.,エレイン,にも拘らず、姿を現したのは 幹部とはいえ二人だけなんてね。,にも拘らず、姿を現したのは<br/>幹部とはいえ二人だけなんてね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,312,Agnes,"Regardless, their lack of activity is certainly a cause for concern.","Regardless, their lack of activity is certainly a cause<br/>for concern.",アニエス,どこかに潜んでいるとしても、 ここまで動きがないのは不気味ですね……,どこかに潜んでいるとしても、<br/>ここまで動きがないのは不気味ですね……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,313,Van,"If the 'war on Heiyue' thing is just smoke-and-mirrors bullshit, then it'd all make sense.","If the 'war on Heiyue' thing is just<br/>smoke-and-mirrors bullshit, then it'd all make sense.",ヴァン,全面戦争なんて嘘っぱちで、正面から黒月と 事を構えるつもりはねえってんなら理屈は通るが。,全面戦争なんて嘘っぱちで、正面から黒月と<br/>事を構えるつもりはねえってんなら理屈は通るが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,314,Elaine,"Perhaps they intend to send them on wild goose chases, chip away at their will to fight, then come in for the kill.","Perhaps they intend to send them on wild goose<br/>chases, chip away at their will to fight, then come in<br/>for the kill.",エレイン,かき回すだけかき回して、黒月の気力を 削った上で本当の決戦の時期を別に用意する……,かき回すだけかき回して、黒月の気力を<br/>削った上で本当の決戦の時期を別に用意する……,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,315,Ferry,That sounds like something they'd do.,That sounds like something they'd do.,フェリ,あり得ない話じゃありませんね。,あり得ない話じゃありませんね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,18,316,Elaine,"If my theory is correct, then I don't think Langport will see any more large-scale attacks from them.","If my theory is correct, then I don't think Langport<br/>will see any more large-scale attacks from them.",エレイン,それならそれで、せめて今すぐラングポートに大きな 被害が及ぶ可能性がない分マシかもしれないけど……,それならそれで、せめて今すぐラングポートに大きな<br/>被害が及ぶ可能性がない分マシかもしれないけど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,317,Aaron,"Even if you're right, I still can't let things end like this.","Even if you're right, I still can't let things end<br/>like this.",アーロン,ハッ、それで終わらせてやるかよ。,ハッ、それで終わらせてやるかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,318,Aaron,Those murdering bastards crossed the goddamn line—and I'll make sure they pay for it.,Those murdering bastards crossed the goddamn<br/>line—and I'll make sure they pay for it.,アーロン,ヤツらはとっくに“踏み越えた”── ケジメは絶対につけさせるぜ。,ヤツらはとっくに“踏み越えた”──<br/>ケジメは絶対につけさせるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,319,Agnes,Aaron...,Aaron...,アニエス,アーロンさん……,アーロンさん……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,320,Elaine,"Well, we can't do anything until we get more leads. I'm going to reach out to my contacts and see if they've found anything.","Well, we can't do anything until we get more leads.<br/>I'm going to reach out to my contacts and see if<br/>they've found anything.",エレイン,いずれにしても、まだ調査は必要ね。 他の伝手を当たってみる。,いずれにしても、まだ調査は必要ね。<br/>他の伝手を当たってみる。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,321,Elaine,"I'm not going to tell you to stay out of this, but...try not to do anything crazy, okay?","I'm not going to tell you to stay out of this, but...try<br/>not to do anything crazy, okay?",エレイン,貴方たちは……手を引かないつもりなら、 せめて無茶だけはしないように。,貴方たちは……手を引かないつもりなら、<br/>せめて無茶だけはしないように。,,"<img class=""itp-kuro"" src=""itp/11/avfc5110_out.webp""/>"
t1400,18,322,Van,"Welp, guess we've hit a dead end.","Welp, guess we've hit a dead end.",ヴァン,しかし、参ったな…… こっちも手掛かりなしか。,しかし、参ったな……<br/>こっちも手掛かりなしか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,323,Agnes,Elaine seems like she's at a loss as well.,Elaine seems like she's at a loss as well.,アニエス,エレインさんでも掴めていないなんて……,エレインさんでも掴めていないなんて……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,18,324,Van,And she's no slouch when it comes to investigating.,And she's no slouch when it comes to investigating.,ヴァン,あいつは噂通りっつーか、 噂以上に優秀な奴だ。,あいつは噂通りっつーか、<br/>噂以上に優秀な奴だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,325,Van,So if even she's having trouble tracking them down...,So if even she's having trouble tracking them down...,ヴァン,それでも拠点の場所が分からないってことは、 あいつや俺のような余所もんには──,それでも拠点の場所が分からないってことは、<br/>あいつや俺のような余所もんには──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,326,Van,...then I'd wager they're hiding in some place that outsiders like us wouldn't think of.,...then I'd wager they're hiding in some place that<br/>outsiders like us wouldn't think of.,ヴァン,そもそも考えすら及ばないような 何かが関係してるのかもしれねぇ。,そもそも考えすら及ばないような<br/>何かが関係してるのかもしれねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,18,327,Aaron,"Guess it's all up to me, then.","Guess it's all up to me, then.",アーロン,ハッ……暴いてやるさ、絶対に。,ハッ……暴いてやるさ、絶対に。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,328,Aaron,You can count on me to carry the team.,You can count on me to carry the team.,アーロン,なんせピースを揃えられるのは 俺だけ、らしいからな？,なんせピースを揃えられるのは<br/>俺だけ、らしいからな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
t1400,18,329,Van,"Good, 'cause this whole thing's riding on you now.","Good, 'cause this whole thing's riding on you now.",ヴァン,ハッ、せいぜい期待させてもらうぜ。,ハッ、せいぜい期待させてもらうぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,19,330,Recipient Man,Here's the goods.,Here's the goods.,受取人の男,……こちらになります。,……こちらになります。,,
t1400,19,331,Suspicious middle-aged man,Excellent work.,Excellent work.,怪しい中年男性,ああ、よくやった。,ああ、よくやった。,,
t1400,19,332,Suspicious middle-aged man,"The delivery person was switched out, yes?","The delivery person was switched out, yes?",怪しい中年男性,指定した通り、 配達人は別の者をよこしていたか？,指定した通り、<br/>配達人は別の者をよこしていたか？,,
t1400,19,333,Recipient Man,Yeah. They got a kid to do the exchange.,Yeah. They got a kid to do the exchange.,受取人の男,ええ、最初の男とは別の者…… それも子供が荷物を置きに来ました。,ええ、最初の男とは別の者……<br/>それも子供が荷物を置きに来ました。,,
t1400,19,334,Recipient Man,Doesn't look like Heiyue's noticed a thing. I think we're in the clear.,Doesn't look like Heiyue's noticed a thing. I think<br/>we're in the clear.,受取人の男,《黒月》の方も感づいた様子はなく…… 問題ないと思います。,《黒月》の方も感づいた様子はなく……<br/>問題ないと思います。,,
t1400,19,335,Van,(So he's the guy who wanted the drugs.),(So he's the guy who wanted the drugs.),ヴァン,（ハン……あいつが麻薬を欲しがってる   張本人って所かね。）,（ハン……あいつが麻薬を欲しがってる<br/>  張本人って所かね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,19,336,Agnes,(He hasn't noticed us yet.),(He hasn't noticed us yet.),アニエス,（ひとまず私達の事は気付かれて   いないみたいですね。）,（ひとまず私達の事は気付かれて<br/>  いないみたいですね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,19,337,Ferry,"(I think they're alone, too. Should we charge in?)","(I think they're alone, too. Should we charge in?)",フェリ,（他に潜伏している敵もいないみたいです。   ……突入しますか？）,（他に潜伏している敵もいないみたいです。<br/>  ……突入しますか？）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,19,338,Van,(Yeah. Let's go!),(Yeah. Let's go!),ヴァン,（ああ、行くぞ！）,（ああ、行くぞ！）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,19,339,???,Seize them.,Seize them.,？？？,制圧開始。,制圧開始。,,
t1400,19,340,Ferry,...?!,...?!,フェリ,────ッ！？,────ッ！？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,19,341,Recipient Man,Damn it! How'd they find us out?!,Damn it! How'd they find us out?!,受取人の男,クソッ、どうしてここが分かった！？,クソッ、どうしてここが分かった！？,,
t1400,19,342,Suspicious middle-aged man,You must've screwed up!,You must've screwed up!,怪しい中年男性,チッ……！　しくじりやがったな！？,チッ……！　しくじりやがったな！？,,
t1400,19,343,Suspicious middle-aged man,"Unhand me at once, you Heiyue scum!","Unhand me at once, you Heiyue scum!",怪しい中年男性,離せ《黒月》どもがッ！ いつも邪魔しやがって目障りなッ！,離せ《黒月》どもがッ！<br/>いつも邪魔しやがって目障りなッ！,,
t1400,19,344,Agnes,Heiyue?!,Heiyue?!,アニエス,貴方がたは、《黒月》の……！,貴方がたは、《黒月》の……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
