gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1200,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
c1200,90,2241,Van,"Though frankly, if he's going around selling drugs to children, he won't be on the streets for long.","Though frankly, if he's going around selling drugs to<br/>children, he won't be on the streets for long.",ヴァン,そいつは頼もしいな。 それじゃ後は任せるぜ。,そいつは頼もしいな。<br/>それじゃ後は任せるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,90,2242,Van,Thanks. We'd really appreciate it—saves us the ballache of havin' to go find him again.,Thanks. We'd really appreciate it—saves us the<br/>ballache of havin' to go find him again.,ヴァン,（とはいえ、一応ルネのやつにも   一報を入れといた方がいいかもしれねえな。）,（とはいえ、一応ルネのやつにも<br/>  一報を入れといた方がいいかもしれねえな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,90,2243,Van,"(I probably oughta report back to René before doin' anything else, though.)","(I probably oughta report back to René before doin'<br/>anything else, though.)",ヴァン,さてと、俺達はベルモッティの所に寄りつつ 報告に向かうとするか。,さてと、俺達はベルモッティの所に寄りつつ<br/>報告に向かうとするか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,90,2244,Agnes,"Now that we're done here, let's swing back around to Bermotti's place and fill him in on the details.","Now that we're done here, let's swing back around to<br/>Bermotti's place and fill him in on the details.",アニエス,そうですね、ベルモッティさんなら 症状を診てもらう事が出来るかもしれません。,そうですね、ベルモッティさんなら<br/>症状を診てもらう事が出来るかもしれません。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,90,2245,　,"Good idea. Maybe he can take a look at Curtis and diagnose his condition, too.","Good idea. Maybe he can take a look at Curtis and<br/>diagnose his condition, too.",　,その後、ヴァン達はベルモッティの下へ行き タブレットの件の説明をした。,<C1>その後、ヴァン達はベルモッティの下へ行き<br/>タブレットの件の説明をした。,,
c1200,90,2246,　,"Van and company quickly got to work, paying Bermotti a visit and filling him in on their minty mystery.","Van and company quickly got to work, paying<br/>Bermotti a visit and filling him in on their<br/>minty mystery.",　,元々、導力シーシャの成分を分析していた事もあって 副作用を緩和させる薬をすぐに処方してくれたのだった。,<C1>元々、導力シーシャの成分を分析していた事もあって<br/>副作用を緩和させる薬をすぐに処方してくれたのだった。,,
c1200,90,2247,　,"Having previously analyzed the ingredients found in the orbal hookahs, Bermotti was able to prescribe sorely-needed medicine for the boy.","Having previously analyzed the ingredients found in<br/>the orbal hookahs, Bermotti was able to prescribe<br/>sorely-needed medicine for the boy.",　,カーチスの状態が落ち着いた所で、 ヴァンは依頼主とカーチスの父に連絡をとり……,<C1>カーチスの状態が落ち着いた所で、<br/>ヴァンは依頼主とカーチスの父に連絡をとり……,,
c1200,90,2248,　,"And once Curtis' symptoms subsided, Van contacted his parents.","And once Curtis' symptoms subsided, Van contacted<br/>his parents.",　,カーチスの家にて、 依頼の報告を行う運びとなったのだった。,<C1>カーチスの家にて、<br/>依頼の報告を行う運びとなったのだった。,,
c1200,91,2249,Van,They agreed to reconvene at the family's home so that the group could report their findings.,They agreed to reconvene at the family's home so that<br/>the group could report their findings.,ヴァン,（そういや、走り屋の連中から   レースの面子を集めるよう頼まれてたな。）,（そういや、走り屋の連中から<br/>  レースの面子を集めるよう頼まれてたな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2250,Van,"(Oh, right. Those street racers asked me to scout some people.)","(Oh, right. Those street racers asked me to scout<br/>some people.)",ヴァン,（となれば、やっぱり彼女には   声をかけておくべきか。）,（となれば、やっぱり彼女には<br/>  声をかけておくべきか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2251,Van,"(If there's anybody I oughta talk to, she's at the top of the list.)","(If there's anybody I oughta talk to, she's at the top of<br/>the list.)",ヴァン,──エルメス、ちょっといいか？ 実は走り屋の連中からの依頼でな。,──エルメス、ちょっといいか？<br/>実は走り屋の連中からの依頼でな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2252,Van,"Hey, Hermès. Got a sec? I'm doin' a job for some street racers right now.","Hey, Hermès. Got a sec? I'm doin' a job for some<br/>street racers right now.",ヴァン,レースの参加者を探してるんだが……,レースの参加者を探してるんだが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2253,Hermes,They're lookin' for some extra racers to fill out their lineup for today.,They're lookin' for some extra racers to fill out their<br/>lineup for today.,エルメス,あら、詳しく聞かせてもらおうかしら。,あら、詳しく聞かせてもらおうかしら。,,
c1200,91,2254,Hermes,"Oh, are they now? Well, color me intrigued. Tell me more.","Oh, are they now? Well, color me intrigued.<br/>Tell me more.",エルメス,なるほど、あの時のリベンジマッチを 盛大にやろうってわけね。,なるほど、あの時のリベンジマッチを<br/>盛大にやろうってわけね。,,
c1200,91,2255,Hermes,"...Right. So they want to go all out for their big rematch, is the gist.","...Right. So they want to go all out for their big<br/>rematch, is the gist.",エルメス,なるほどね、面白そうじゃない。 そういうの好きよ。,なるほどね、面白そうじゃない。<br/>そういうの好きよ。,,
c1200,91,2256,Hermes,"Well, that seems fun! These guys sound like my kind of people.","Well, that seems fun! These guys sound like my kind<br/>of people.",エルメス,でも今日の仕事が残ってるから…… タイミングが合えば参加させてもらうわ。,でも今日の仕事が残ってるから……<br/>タイミングが合えば参加させてもらうわ。,,
c1200,91,2257,Van,"Unfortunately, I've still got some work to take care of today. If the timing works out, though, I'd be happy to join in.","Unfortunately, I've still got some work to take care<br/>of today. If the timing works out, though, I'd be<br/>happy to join in.",ヴァン,おっ、ソイツは助かるぜ。 それじゃ手が空いたら現地に来てくれ。,おっ、ソイツは助かるぜ。<br/>それじゃ手が空いたら現地に来てくれ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2258,Hermes,"Nice. That'd be really great! Yeah, once you're free, just head right on over to the meet. Sound good?","Nice. That'd be really great! Yeah, once you're free,<br/>just head right on over to the meet. Sound good?",エルメス,ええ、了解よ。,ええ、了解よ。,,
c1200,91,2259,Van,Better than good! Thanks for the invite.,Better than good! Thanks for the invite.,ヴァン,さてと、これで目ぼしい奴全員に 声をかけ終わったな。,さてと、これで目ぼしい奴全員に<br/>声をかけ終わったな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2260,Van,"Well, I've hit up everyone I can think of.","Well, I've hit up everyone I can think of.",ヴァン,次は走り屋のあいつらに 報告をしに行くとするか。,次は走り屋のあいつらに<br/>報告をしに行くとするか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2261,Van,Guess all that's left is to loop back with the racers.,Guess all that's left is to loop back with the racers.,ヴァン,さてと、これで目ぼしい奴全員に 声をかけ終わったな。,さてと、これで目ぼしい奴全員に<br/>声をかけ終わったな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,91,2262,Van,"Well, I've hit up everyone I can think of.","Well, I've hit up everyone I can think of.",ヴァン,次は走り屋のあいつらに 報告をしに行くとするか。,次は走り屋のあいつらに<br/>報告をしに行くとするか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2263,Van,Guess all that's left is to loop back with the racers.,Guess all that's left is to loop back with the racers.,ヴァン,（そういや、走り屋の連中から   レースの面子を集めるよう頼まれてたな。）,（そういや、走り屋の連中から<br/>  レースの面子を集めるよう頼まれてたな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2264,Van,"(Oh, right. Those street racers asked me to scout some people.)","(Oh, right. Those street racers asked me to scout<br/>some people.)",ヴァン,（ヴァルターの野郎は……面倒な事に   なりそうだから置いといて。）,（ヴァルターの野郎は……面倒な事に<br/>  なりそうだから置いといて。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2265,Van,"(I could hit up Walter, but...yeah, no. That's just askin' for trouble.)","(I could hit up Walter, but...yeah, no. That's just<br/>askin' for trouble.)",ヴァン,（ここは師父（せんせい）を誘ってみるとするか。）,（ここは師父（せんせい）を誘ってみるとするか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2266,Van,(Maybe Master's willing to play ball.),(Maybe Master's willing to play ball.),ヴァン,師父、少し話があるので 少しこちらに来てもらってもいいですか？,師父、少し話があるので<br/>少しこちらに来てもらってもいいですか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2267,Bellegarde,"Hey, Master, you got a second? There's somethin' I wanted to ask you.","Hey, Master, you got a second? There's somethin' I<br/>wanted to ask you.",ベルガルド,ああ、別に構わんぞ。,ああ、別に構わんぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2268,Van,"No problem. What is it, Van?","No problem. What is it, Van?",ヴァン,……という訳で、 レースの参加者を探してるんですが。,……という訳で、<br/>レースの参加者を探してるんですが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2269,Van,"...Anyway, they're looking for some racers to fill out their lineup for today.","...Anyway, they're looking for some racers to fill out<br/>their lineup for today.",ヴァン,師父（せんせい）も参加してみちゃどうですか？ きっと気持ちいいと思いますよ。,師父（せんせい）も参加してみちゃどうですか？<br/>きっと気持ちいいと思いますよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2270,Bellegarde,Sound like fun to you? I thought it might be up your alley.,Sound like fun to you? I thought it might be up<br/>your alley.,ベルガルド,ふむ……それは確かに魅力的なお誘いだな。,ふむ……それは確かに魅力的なお誘いだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2271,Bellegarde,Hmm... That certainly is a tempting offer.,Hmm... That certainly is a tempting offer.,ベルガルド,しかし、若者同士の勝負だというのに 老骨がしゃしゃり出るのも忍びない。,しかし、若者同士の勝負だというのに<br/>老骨がしゃしゃり出るのも忍びない。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2272,Bellegarde,"That said, I'm not sure they would appreciate some fogey my age crashing their party.","That said, I'm not sure they would appreciate some<br/>fogey my age crashing their party.",ベルガルド,ゆえに、今回は気持ちだけ受け取っておくとしよう。,ゆえに、今回は気持ちだけ受け取っておくとしよう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2273,Van,"I think I'll pass, but I appreciate that you thought of me.","I think I'll pass, but I appreciate that you thought<br/>of me.",ヴァン,そう遠慮なさらず……と言いたい所ですが。 分かりましたよ、他を当たります。,そう遠慮なさらず……と言いたい所ですが。<br/>分かりましたよ、他を当たります。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2274,Bellegarde,"I don't think that'd be a deal breaker for them, but fair enough. I'll see if I can find someone else.","I don't think that'd be a deal breaker for them, but<br/>fair enough. I'll see if I can find someone else.",ベルガルド,それならアーロンを誘ってみてはどうだ。,それならアーロンを誘ってみてはどうだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2275,Bellegarde,"Have you considered asking Aaron, perhaps?","Have you considered asking Aaron, perhaps?",ベルガルド,実は記念祭の間に私のバイクを 彼に貸す約束をしていてな。,実は記念祭の間に私のバイクを<br/>彼に貸す約束をしていてな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2276,Van,"As it happens, I lent him my orbal bike for the duration of the festival.","As it happens, I lent him my orbal bike for the<br/>duration of the festival.",ヴァン,おっと、そうでしたか。,おっと、そうでしたか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2277,Van,"Oh, good thinking! I had no idea!","Oh, good thinking! I had no idea!",ヴァン,……とはいえ、レースとなれば 傷を付けちまうかもしれませんよ？,……とはいえ、レースとなれば<br/>傷を付けちまうかもしれませんよ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2278,Bellegarde,"...You sure you want him racing on it, though? It could get scuffed up.","...You sure you want him racing on it, though?<br/>It could get scuffed up.",ベルガルド,構わんさ、それはそれで 修理する楽しみが増えるというだけだ。,構わんさ、それはそれで<br/>修理する楽しみが増えるというだけだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2279,Van,A little dent or two is hardly a bother—I enjoy fixing those little gremlins.,A little dent or two is hardly a bother—I enjoy fixing<br/>those little gremlins.,ヴァン,分かりましたよ、 それじゃヤツに連絡を入れてみましょう。,分かりましたよ、<br/>それじゃヤツに連絡を入れてみましょう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2280,Van,"All right. Thanks, Master. I'll hit him up and see what he has to say.","All right. Thanks, Master. I'll hit him up and see<br/>what he has to say.",ヴァン,連絡が付きましたよ。 もちろん参加するとの事でした。,連絡が付きましたよ。<br/>もちろん参加するとの事でした。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2281,Bellegarde,"Well, I managed to get a hold of him. He's on board.","Well, I managed to get a hold of him. He's on board.",ベルガルド,ふふ、それは良かった。,ふふ、それは良かった。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2282,Bellegarde,Good to hear! I'm glad it all worked out.,Good to hear! I'm glad it all worked out.,ベルガルド,法を破っている以上大きな声では言えんが おぬしも存分に楽しんで来るといい。,法を破っている以上大きな声では言えんが<br/>おぬしも存分に楽しんで来るといい。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2283,Van,"Of course, I can't say this too loudly, given the law-breaking involved, but I hope you all have a fun time at the race.","Of course, I can't say this too loudly, given the<br/>law-breaking involved, but I hope you all have a fun<br/>time at the race.",ヴァン,ええ、まあアイツが暴走しないよう 見張らせてもらいますよ。,ええ、まあアイツが暴走しないよう<br/>見張らせてもらいますよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2284,Walter the Skinny Wolf,We will. I'll keep an eye on him so he doesn't fly off the handle...bars.,We will. I'll keep an eye on him so he doesn't fly off<br/>the handle...bars.,痩せ狼ヴァルター,へぇ？　面白そうな話をしてるじゃねえか。 それなら俺も混ぜてくれや。,へぇ？　面白そうな話をしてるじゃねえか。<br/>それなら俺も混ぜてくれや。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,92,2285,Van,"Yo. Mind if I join the party? Sounds like you guys are planning something big, and I want in.","Yo. Mind if I join the party? Sounds like you guys are<br/>planning something big, and I want in.",ヴァン,げっ……出たな…… 取り込み中じゃなかったのかよ。,げっ……出たな……<br/>取り込み中じゃなかったのかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2286,Walter the Skinny Wolf,"Oh, great. My favorite... Weren't you supposed to be busy right now?","Oh, great. My favorite... Weren't you supposed to be<br/>busy right now?",痩せ狼ヴァルター,視界の隅でコソコソと話されちゃ 気になるってモンだろうが。,視界の隅でコソコソと話されちゃ<br/>気になるってモンだろうが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,92,2287,Walter the Skinny Wolf,"Who cares if I was? I see you bunch shootin' the shit, I get curious. Nothing more to it.","Who cares if I was? I see you bunch shootin' the shit,<br/>I get curious. Nothing more to it.",痩せ狼ヴァルター,で？　レースをやるんだったか？ バイクでも参加出来るんだろうな？,で？　レースをやるんだったか？<br/>バイクでも参加出来るんだろうな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,92,2288,Van,"You said you're putting on a race or something? Bikes're allowed, I take it?","You said you're putting on a race or something?<br/>Bikes're allowed, I take it?",ヴァン,こうなったら腹をくくるしかねえか…… ああ、バイク乗りもいるから参加出来るぜ。,こうなったら腹をくくるしかねえか……<br/>ああ、バイク乗りもいるから参加出来るぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2289,Van,"*sigh* Guess the cat's outta the bag. Yes. We've got motorcyclists racing, too.","*sigh* Guess the cat's outta the bag. Yes. We've got<br/>motorcyclists racing, too.",ヴァン,とはいえ走り屋のガキどももいるんだ。 非常識な事はしないでくれよ？,とはいえ走り屋のガキどももいるんだ。<br/>非常識な事はしないでくれよ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2290,Walter the Skinny Wolf,"Just don't go crazy here, all right? These guys are mostly amateurs.","Just don't go crazy here, all right? These guys are<br/>mostly amateurs.",痩せ狼ヴァルター,ハッ、んなダリイ事言ってちゃ 勝負にならねえだろうが。,ハッ、んなダリイ事言ってちゃ<br/>勝負にならねえだろうが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,92,2291,Walter the Skinny Wolf,Bull. The hell kinda race is it if you can't go balls out?,Bull. The hell kinda race is it if you can't go balls out?,痩せ狼ヴァルター,後でそっちに顔を出すから、 覚悟しとくよう伝えておけ。,後でそっちに顔を出すから、<br/>覚悟しとくよう伝えておけ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0113_out.webp""/>"
c1200,92,2292,Van,"Well, I'm racin', whether you like it or not. Tell 'em to get ready for an ass whoopin'.","Well, I'm racin', whether you like it or not. Tell 'em<br/>to get ready for an ass whoopin'.",ヴァン,やれやれ……アイツだけは 呼びたくなかったんですがね。,やれやれ……アイツだけは<br/>呼びたくなかったんですがね。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2293,Bellegarde,...Damn it. This is exactly why I was tryna AVOID roping him in.,...Damn it. This is exactly why I was tryna AVOID<br/>roping him in.,ベルガルド,はは、これは波乱の対決になりそうだな。,はは、これは波乱の対決になりそうだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,92,2294,Van,It sounds like we have quite the climactic showdown at hand.,It sounds like we have quite the climactic showdown<br/>at hand.,ヴァン,さてと、これで目ぼしい奴全員に 声をかけ終わったな。,さてと、これで目ぼしい奴全員に<br/>声をかけ終わったな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,92,2295,Van,"Well, I've hit up everyone I can think of.","Well, I've hit up everyone I can think of.",ヴァン,次は走り屋のあいつらに 報告をしに行くとするか。,次は走り屋のあいつらに<br/>報告をしに行くとするか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2296,Van,Guess all that's left is to loop back with the racers.,Guess all that's left is to loop back with the racers.,ヴァン,やれやれ、こんな所に連れてくるとはな。,やれやれ、こんな所に連れてくるとはな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2297,Aaron,*sigh* I can't believe I let you drag me here.,*sigh* I can't believe I let you drag me here.,アーロン,ハッ、ちょうど今は空いてるみてえだし おあつらえ向きってところだな。,ハッ、ちょうど今は空いてるみてえだし<br/>おあつらえ向きってところだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2298,Van,"Oh, quit your bellyaching, grandpa. I know you didn't have anything better to do with your time. Why not have a go, just the two of us?","Oh, quit your bellyaching, grandpa. I know you didn't<br/>have anything better to do with your time. Why not<br/>have a go, just the two of us?",ヴァン,言っとくがケンカなら付き合う気はねえぞ？ 稽古にしても他の日にしてくれ。,言っとくがケンカなら付き合う気はねえぞ？<br/>稽古にしても他の日にしてくれ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2299,Aaron,"Look, I'm not in the mood for a fight, got it? If you wanna train together, I'm game, but it'll have to wait till another day.","Look, I'm not in the mood for a fight, got it? If you<br/>wanna train together, I'm game, but it'll have to wait<br/>till another day.",アーロン,そんなんじゃねぇよ。,そんなんじゃねぇよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2300,Aaron,"You don't get it, man.","You don't get it, man.",アーロン,マフィアどものことがようやく片付いたんだ、 アンタにとってもやっと肩の荷が下りたとこだろ。,マフィアどものことがようやく片付いたんだ、<br/>アンタにとってもやっと肩の荷が下りたとこだろ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2301,Van,"Now that the mafia's taken care of, I bet you feel like you're finally done with everything.","Now that the mafia's taken care of, I bet you feel like<br/>you're finally done with everything.",ヴァン,まあ、そうだな。,まあ、そうだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2302,Aaron,"...I mean, sure.","...I mean, sure.",アーロン,だがオレはそうはいかねえ。,だがオレはそうはいかねえ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2303,Van,"Well, that's not how it feels for me.","Well, that's not how it feels for me.",ヴァン,……“やり残し”ってやつか？,……“やり残し”ってやつか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2304,Aaron,'Cause of your 'unfinished business' and all?,'Cause of your 'unfinished business' and all?,アーロン,ああ──なんせオレは、 まだ一度もてめぇに勝ててねえからな</B>。,ああ──なんせオレは、<br/><B>まだ一度もてめぇに勝ててねえからな</B>。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2305,Van,Damn straight. And you know what that business is? I haven't beaten you one single time in a fight.,Damn straight. And you know what that business is?<br/>I haven't beaten you one single time in a fight.,ヴァン,……そんなに重要なことか？,……そんなに重要なことか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2306,Van,And that matters WHY?,And that matters WHY?,ヴァン,俺もお前も、別に武の道を極めるために 全てを捧げるってタイプじゃねえだろ。,俺もお前も、別に武の道を極めるために<br/>全てを捧げるってタイプじゃねえだろ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2307,Aaron,You really care that much whether or not you can beat some random spriggan in a fight?,You really care that much whether or not you can<br/>beat some random spriggan in a fight?,アーロン,それでもだ。,それでもだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2308,Aaron,"Hell yeah, I still care.","Hell yeah, I still care.",アーロン,てめぇに勝たなきゃ、オレのこの２ヶ月余りを 終わったことにはできねぇ。,てめぇに勝たなきゃ、オレのこの２ヶ月余りを<br/>終わったことにはできねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2309,Aaron,Been two months and I still don't have a point on the damn board!,Been two months and I still don't have a point on the<br/>damn board!,アーロン,だから付き合えよ、ヴァン・アークライド。 これは男のケジメってヤツだ。,だから付き合えよ、ヴァン・アークライド。<br/>これは男のケジメってヤツだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2310,Van,"We've got a score to settle as men, you and me—and I'm not taking no for an answer.","We've got a score to settle as men, you and me—and<br/>I'm not taking no for an answer.",ヴァン,………そうかよ。,………そうかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2311,Van,"...Damn brat. All right, fine.","...Damn brat. All right, fine.",ヴァン,分かった、心残りを残したままじゃ 気持ち悪いよな、お互い。,分かった、心残りを残したままじゃ<br/>気持ち悪いよな、お互い。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2312,Van,You wanna fight? You got one. I know how it feels when you're left wantin' for closure.,You wanna fight? You got one. I know how it feels<br/>when you're left wantin' for closure.,ヴァン,一回だけ付き合ってやるから、 全てをぶつけて来い、アーロン・ウェイ！,一回だけ付き合ってやるから、<br/>全てをぶつけて来い、アーロン・ウェイ！,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2313,Aaron,"Now, I'm only givin' you one chance. Put up or shut up, kid—gimme everything you got!","Now, I'm only givin' you one chance. Put up or shut<br/>up, kid—gimme everything you got!",アーロン,そう来なくっちゃなぁ！！,そう来なくっちゃなぁ！！,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2314,Aaron,"Damn straight, I will! Let's do this!","Damn straight, I will! Let's do this!",アーロン,はぁ……はぁ……クソ………！,はぁ……はぁ……クソ………！,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2315,Aaron,*huff* *huff* Shit...!,*huff* *huff* Shit...!,アーロン,あとちょっとで…… ……届きそうだったのによ………,あとちょっとで……<br/>……届きそうだったのによ………,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2316,Van,I was so close... A little more and I...I would've had it!,I was so close... A little more and I...I would've had it!,ヴァン,ハッ…… そのちょっとが、埋められねぇ差ってもんだ。,ハッ……<br/>そのちょっとが、埋められねぇ差ってもんだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2317,Aaron,"Technique always beats talent, kid. You can train as much as you want, but I'll still be top dog.","Technique always beats talent, kid. You can train as<br/>much as you want, but I'll still be top dog.",アーロン,ほざけ…… そっちも、ギリギリじゃねぇか……,ほざけ……<br/>そっちも、ギリギリじゃねぇか……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2318,Aaron,You shut your hole. You barely won that and you know it.,You shut your hole. You barely won that and you<br/>know it.,アーロン,まあいい、ジジイなんざ…… あっという間に、超えて見せるぜ……,まあいい、ジジイなんざ……<br/>あっという間に、超えて見せるぜ……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2319,Van,"Take it in while you can, you antique. Soon enough, it'll be YOU on the floor.","Take it in while you can, you antique. Soon enough,<br/>it'll be YOU on the floor.",ヴァン,だから俺はまだ２４だっての……,だから俺はまだ２４だっての……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2320,Aaron,"Bud, for the love of Aidios, four years really ain't that much. You just gonna harp on that forever?","Bud, for the love of Aidios, four years really ain't<br/>that much. You just gonna harp on that forever?",アーロン,クク…… こんな馬鹿らしい会話、何回目だっけか……？,クク……<br/>こんな馬鹿らしい会話、何回目だっけか……？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2321,Van,Of course I am. How many times have I gone on about that already...?,Of course I am. How many times have I gone on<br/>about that already...?,ヴァン,さあな、数えてねえよ……,さあな、数えてねえよ……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,93,2322,Aaron,Couldn't tell you. Stopped countin' a long time ago.,Couldn't tell you. Stopped countin' a long time ago.,アーロン,クク……,クク……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,93,2323,Van,Heh heh...,Heh heh...,ヴァン,ハハハハハ……,ハハハハハ……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
